Община,Училище,"БЕЛ-УЧ 24""",БЕЛ 24,МАТ-УЧ 24,МАТ 24,БЕЛ-УЧ 23,БЕЛ 23,МАТ-УЧ 23,МАТ 23,БЕЛ-УЧ 22,БЕЛ 22,МАТ-УЧ 22,МАТ 22,БЕЛ-УЧ 21,БЕЛ 21,МАТ-УЧ 21,МАТ 21,БЕЛ-УЧ 20,БЕЛ 20,МАТ-УЧ 20,МАТ 20,БЕЛ-УЧ 19,БЕЛ 19,МАТ-УЧ 19,МАТ 19
КИРКОВО,Основно училище Васил Левски,4.0,69.75,4.0,58.13,6.0,65.33,6.0,43.17,6.0,"72,92",6.0,"31,75",1.0,"54,5",1.0,34,4.0,"48,63",4.0,"38,13",4.0,"74,38",4.0,"45,13"
КИРКОВО,Оcновно училище Устрем,3.0,42.67,3.0,39.67,2.0,45.75,2.0,40.5,7.0,"33,14",7.0,"38,71",3.0,"41,67",3.0,"30,75",1.0,"21,00",1.0,"55,00",8.0,"50,5",8.0,"34,94"
КИРКОВО,Основно училище Васил Левски,8.0,42.0,8.0,38.22,12.0,48.08,12.0,35.83,11.0,"58,45",11.0,"62,07",12.0,"41,38",12.0,"39,35",12.0,"49,08",12.0,"44,54",14.0,"47,21",14.0,"39,19"
КИРКОВО,Основно училище Иван Вазов,2.0,38.25,2.0,38.63,13.0,45.38,13.0,24.4,14.0,"68,18",14.0,"39,25",11.0,57,11.0,"52,05",12.0,"45,71",12.0,"44,25",13.0,"62,35",13.0,"61,15"
КИРКОВО,Основно училище Христо Смирненски,7.0,58.93,7.0,56.54,14.0,46.82,15.0,42.02,9.0,"44,61",9.0,"55,14",6.0,62,6.0,"65,83",18.0,"36,42",18.0,"54,22",13.0,"36,12",13.0,"45,65"
КРУМОВГРАД,СУ Васил Левски,69.0,51.23,69.0,39.85,92.0,48.28,92.0,23.23,93.0,"50,55",93.0,"25,95",76.0,"41,68",75.0,"23,22",80.0,"50,53",80.0,"29,45",77.0,"49,11",77.0,"27,31"
КРУМОВГРАД,Основно училище Михаил Христов,4.0,54.88,4.0,36.75,2.0,75.0,2.0,19.75,2.0,"34,25",2.0,"8,13",3.0,75,3.0,"27,5",6.0,"54,50",6.0,"21,08",2.0,"77,5",2.0,"15,38"
КРУМОВГРАД,Държавно основно училище Васил Левски,1.0,72.5,1.0,43.5,2.0,77.5,2.0,24.25,2.0,"84,25",2.0,"25,25",1.0,"53,5",1.0,"19,25",3.0,"62,83",3.0,"26,75",4.0,"83,13",4.0,"27,44"
КРУМОВГРАД,Основно училище Никола Йонков Вапцаров,6.0,23.67,6.0,22.33,6.0,23.83,6.0,23.33,4.0,22,4.0,"35,75",7.0,"12,64",7.0,"15,71",6.0,"22,00",6.0,"21,67",5.0,"13,5",5.0,"25,8"
КРУМОВГРАД,Основно училище Христо Ботев,10.0,21.1,10.0,26.73,15.0,8.4,16.0,16.0,15.0,"7,4",15.0,"9,8",13.0,"14,77",12.0,"11,92",10.0,"11,70",10.0,"22,50",11.0,"7,14",9.0,"17,67"
КРУМОВГРАД,ОУ Пейо Крачолов Яворов,11.0,49.32,11.0,41.7,11.0,54.18,11.0,31.41,11.0,"49,55",11.0,"25,73",15.0,"37,23",15.0,"25,3",18.0,"50,97",18.0,"32,96",12.0,"52,88",12.0,"23,29"
КРУМОВГРАД,Основно училище Васил Левски,14.0,12.93,14.0,27.43,10.0,8.7,10.0,19.6,9.0,"22,44",9.0,"38,67",9.0,"13,56",9.0,"37,56",9.0,"14,22",9.0,"18,22",14.0,"15,14",14.0,"22,43"
КРУМОВГРАД,Основно училище Никола Йонков Вапцаров,9.0,29.11,9.0,39.89,12.0,26.67,12.0,28.79,8.0,"21,63",8.0,"26,5",6.0,"31,83",6.0,35,9.0,"17,56",9.0,"14,11",9.0,"37,89",9.0,"26,11"
КРУМОВГРАД,Основно училище Иван Вазов,3.0,33.0,3.0,36.17,5.0,35.1,5.0,38.5,5.0,"27,3",5.0,"35,85",2.0,30,2.0,35,5.0,"52,40",5.0,"35,75",3.0,"48,67",3.0,"42,88"
КРУМОВГРАД,Основно училище Св Св Кирил и Методий,9.0,18.56,9.0,25.22,5.0,18.2,5.0,18.4,6.0,"22,5",6.0,"31,83",10.0,"17,05",10.0,"19,4",8.0,"40,25",8.0,"36,66",6.0,"47,67",6.0,"57,32"
МОМЧИЛГРАД,СУ Никола Йонков Вапцаров,38.0,44.55,38.0,37.44,42.0,44.33,42.0,29.63,35.0,"41,23",35.0,"26,22",38.0,"42,24",38.0,"29,79",42.0,"33,60",42.0,"28,31",43.0,"45,3",43.0,"36,63"
МОМЧИЛГРАД,Основно училище Никола Йонков Вапцаров,4.0,33.0,3.0,56.08,5.0,29.6,5.0,19.25,9.0,"43,28",9.0,"29,86",5.0,"17,7",5.0,"21,95",9.0,"23,39",9.0,"12,92",3.0,"25,33",3.0,30
МОМЧИЛГРАД,Основно училище Никола Йонков Вапцаров,2.0,45.75,2.0,30.5,10.0,52.25,10.0,37.43,4.0,"7,25",4.0,"16,25",2.0,"26,75",2.0,"26,5",6.0,"12,17",6.0,"11,00",11.0,"41,09",11.0,"22,91"
МОМЧИЛГРАД,Основно училище Д-р Петър Берон,45.0,50.29,45.0,31.43,45.0,54.57,45.0,35.99,47.0,"57,11",47.0,"35,23",55.0,"55,23",55.0,"37,21",47.0,"57,17",47.0,"39,77",42.0,"56,18",42.0,"34,01"
МОМЧИЛГРАД,Основно училище Св Св Кирил и Методий,4.0,46.5,4.0,40.38,7.0,31.21,7.0,44.5,6.0,"38,42",6.0,"34,75",5.0,"8,8",4.0,"19,13",3.0,"39,17",3.0,"16,83",1.0,13,1.0,19
МОМЧИЛГРАД,Основно училище Васил Левски,5.0,35.3,6.0,35.33,6.0,22.67,7.0,22.43,5.0,"14,5",4.0,"22,25",7.0,"16,36",7.0,"14,64",7.0,"12,21",7.0,"10,57",,,,
ЧЕРНООЧЕНЕ,СУ Христо Смирненски,44.0,38.19,44.0,31.09,36.0,36.26,36.0,30.58,44.0,"42,35",44.0,"31,13",42.0,"35,76",42.0,"29,62",42.0,"35,07",42.0,"30,20",47.0,"29,33",47.0,"21,28"
ЧЕРНООЧЕНЕ,Основно училище Христо Ботев,,,,,6.0,59.83,6.0,50.71,6.0,"43,92",6.0,"44,88",7.0,43,7.0,"41,25",9.0,"34,22",9.0,"44,53",8.0,"55,63",8.0,"46,89"
ЧЕРНООЧЕНЕ,Основно училище Васил Левски,9.0,43.22,9.0,51.11,10.0,46.7,10.0,41.58,4.0,"21,38",4.0,36,10.0,40,10.0,"30,58",4.0,"43,50",4.0,"42,38",14.0,"45,86",14.0,"25,73"
ЧЕРНООЧЕНЕ,Основно училище Никола Йонков Вапцаров,,,,,7.0,41.07,7.0,49.79,1.0,"31,5",1.0,45,5.0,"63,3",5.0,"55,05",2.0,"75,25",2.0,"49,88",3.0,"44,67",3.0,"47,19"
ЧЕРНООЧЕНЕ,Основно училище Никола Йонков Вапцаров,,,,,1.0,25.5,1.0,41.0,2.0,46,2.0,56,3.0,"27,5",3.0,"21,75",3.0,"24,33",3.0,"40,00",3.0,"45,5",3.0,"42,5"
НЕВЕСТИНО,Основно училище Христо Ботев,12.0,26.88,8.0,24.5,12.0,28.08,14.0,8.93,13.0,"16,23",13.0,"16,31",15.0,"26,3",15.0,"12,4",22.0,"14,18",19.0,"13,74",15.0,"8,2",15.0,"9,73"
ТРЕКЛЯНО,Основно училище Св Климент Охридски,6.0,11.0,6.0,13.83,4.0,5.25,4.0,9.75,6.0,"20,17",6.0,"13,67",3.0,"5,67",3.0,"9,33",5.0,"21,40",2.0,"24,75",3.0,13,3.0,"12,67"
САПАРЕВА БАНЯ,СУ Христо Ботев,30.0,52.98,30.0,43.22,52.0,44.29,52.0,27.77,42.0,"46,23",42.0,"25,03",44.0,"47,76",44.0,"33,05",47.0,"48,59",47.0,"30,45",44.0,"51,22",44.0,"32,86"
БОБОВ ДОЛ,Основно училище Никола Йонков Вапцаров,23.0,53.17,23.0,32.23,27.0,46.04,27.0,20.29,24.0,"35,71",24.0,"13,92",20.0,"34,58",20.0,"20,35",21.0,"32,62",21.0,"16,15",20.0,"43,3",20.0,"22,38"
БОБОВ ДОЛ,СУ Христо Ботев,16.0,33.69,16.0,20.95,10.0,39.85,10.0,17.4,13.0,"45,42",13.0,"22,23",20.0,"48,38",19.0,"22,12",20.0,"40,65",20.0,"24,54",17.0,"38,12",16.0,"18,83"
БОБОВ ДОЛ,СУ Доктор Петър Берон,2.0,22.5,2.0,18.75,,,,,3.0,"20,5",3.0,"27,08",2.0,"26,25",2.0,25,,,,,,,,
БОБОШЕВО,Основно училище Св св Кирил и Методий,13.0,54.27,13.0,23.94,9.0,74.22,9.0,37.94,2.0,"60,25",2.0,"46,38",10.0,"54,2",10.0,"36,53",9.0,"56,50",9.0,"33,22",11.0,"57,59",11.0,"30,16"
КОЧЕРИНОВО,СУ Христо Ботев,33.0,54.47,33.0,29.14,18.0,36.89,19.0,21.16,9.0,"45,17",8.0,"16,47",20.0,"46,15",18.0,"24,08",16.0,"39,34",16.0,"20,11",19.0,"38,24",19.0,"22,34"
РИЛА,Основно училище Аверкий Попстоянов,15.0,50.3,15.0,31.13,4.0,57.0,4.0,22.0,11.0,"53,45",11.0,"27,75",13.0,"48,85",13.0,"21,48",9.0,"51,22",9.0,"33,92",10.0,"44,05",9.0,"17,21"
ДУПНИЦА,Основно училище Свети свети Кирил и Методий,58.0,54.2,57.0,39.04,51.0,56.43,51.0,31.01,38.0,"59,05",38.0,"38,41",44.0,"59,77",44.0,"37,47",53.0,"49,25",53.0,"34,16",47.0,"48,72",47.0,"29,42"
ДУПНИЦА,Средно езиково училище Св Паисий Хилендарски,97.0,61.33,97.0,36.14,122.0,60.15,122.0,36.09,132.0,"58,1",132.0,33,120.0,"61,3",120.0,"37,87",105.0,"63,40",105.0,"39,12",107.0,"63,34",107.0,"38,91"
ДУПНИЦА,Основно училище Неофит Рилски,62.0,49.0,62.0,34.6,53.0,45.16,54.0,21.7,69.0,"46,97",67.0,"20,68",70.0,"47,75",70.0,"30,61",58.0,"40,95",60.0,"23,38",75.0,"46,35",72.0,"27,15"
ДУПНИЦА,Основно училище Христаки Павлович,17.0,26.32,17.0,17.82,18.0,37.42,17.0,16.24,20.0,"39,58",19.0,"11,17",18.0,"37,47",16.0,"23,09",22.0,"31,09",20.0,"15,63",27.0,"33,35",27.0,"11,75"
ДУПНИЦА,Основно училище Евлоги Георгиев,53.0,66.07,53.0,45.25,66.0,54.14,64.0,32.41,56.0,"67,28",56.0,"40,37",46.0,"60,67",46.0,"34,1",57.0,"52,91",57.0,"31,69",68.0,"64,95",68.0,"37,85"
ДУПНИЦА,Основно училище Свети Климент Охридски,21.0,44.95,21.0,26.51,35.0,37.0,34.0,21.6,36.0,"39,89",36.0,"20,69",18.0,"24,64",17.0,"16,07",23.0,"29,93",24.0,"14,78",22.0,"34,14",24.0,"18,36"
ДУПНИЦА,Основно училище Христо Ботев,14.0,41.93,14.0,25.43,13.0,42.96,13.0,19.52,19.0,"44,37",20.0,"15,04",11.0,"40,5",11.0,15,14.0,"36,46",14.0,"17,34",13.0,"39,38",14.0,"15,87"
ДУПНИЦА,Основно училище Христо Ботев,11.0,55.36,11.0,34.0,11.0,56.14,11.0,25.66,13.0,"56,46",13.0,"23,6",10.0,"59,95",10.0,"44,38",12.0,"56,92",12.0,"34,23",8.0,"43,5",9.0,"27,45"
ДУПНИЦА,Основно училище Свети свети Кирил и Методий,15.0,43.53,15.0,27.13,11.0,53.77,11.0,26.36,6.0,"45,58",6.0,"21,83",7.0,"46,5",7.0,"26,75",10.0,"46,95",10.0,"27,73",13.0,"49,12",13.0,"24,5"
КЮСТЕНДИЛ,V ОУ Хр Ботев - Кюстендил,,,,,,,,,,,,,,,,,21.0,"34,00",14.0,"28,71",15.0,"25,23",16.0,"14,08"
КЮСТЕНДИЛ,Основно училище Професор Марин Дринов,67.0,43.22,67.0,27.67,78.0,47.62,79.0,24.03,77.0,"43,25",77.0,"21,36",77.0,"54,36",77.0,"29,89",57.0,"49,73",58.0,"27,84",68.0,"51,74",70.0,"26,08"
КЮСТЕНДИЛ,ОУ Иван Вазов - Кюстендил,,,,,,,,,,,,,,,,,56.0,"12,58",54.0,"13,64",50.0,"15,6",47.0,"11,62"
КЮСТЕНДИЛ,Природоматематическа гимназия Проф Емануил Иванов,52.0,65.13,52.0,57.65,52.0,70.91,52.0,48.69,51.0,"72,91",51.0,"62,54",53.0,"71,05",53.0,"59,2",50.0,"71,84",50.0,"58,02",48.0,"74,09",48.0,"66,1"
КЮСТЕНДИЛ,Спортно училище Васил Левски,12.0,39.42,11.0,26.68,14.0,43.93,14.0,25.54,14.0,"35,96",13.0,"15,75",16.0,"38,31",17.0,"17,57",10.0,"40,10",10.0,"22,15",18.0,"26,83",18.0,"13,67"
КЮСТЕНДИЛ,Шесто основно училище Свети Паисий Хилендарски,99.0,42.69,96.0,30.25,78.0,38.49,79.0,19.92,100.0,"32,57",94.0,"17,48",118.0,"33,04",108.0,"19,95",34.0,"50,94",33.0,"27,33",35.0,"49,37",34.0,"21,38"
КЮСТЕНДИЛ,VІІ ОУ Ильо войвода - Кюстендил,,,,,,,,,,,,,,,,,17.0,"38,03",15.0,"23,83",19.0,"62,45",19.0,"25,28"
КЮСТЕНДИЛ,ОУ Даскал Димитри - Кюстендил,,,,,,,,,,,,,,,,,23.0,"49,61",23.0,"21,47",27.0,"47,19",27.0,"19,77"
КЮСТЕНДИЛ,Основно училище Св Св Кирил и Методий,134.0,58.07,134.0,42.9,144.0,56.28,144.0,30.54,123.0,"56,4",123.0,"32,98",124.0,"58,24",124.0,"34,5",134.0,"54,29",134.0,"36,18",134.0,"58,33",134.0,"29,44"
ТРОЯН,Основно училище Иван Вазов,6.0,45.25,6.0,24.13,3.0,47.17,3.0,20.67,8.0,"45,38",8.0,"16,47",5.0,57,5.0,"27,6",9.0,"50,00",9.0,"27,44",4.0,"7,5",4.0,"10,8"
АПРИЛЦИ,СУ Васил Левски,18.0,43.31,18.0,36.5,20.0,46.53,20.0,31.25,11.0,"58,68",11.0,"40,66",17.0,"55,41",17.0,"24,44",11.0,"50,23",11.0,"24,16",16.0,"51,25",16.0,"26,9"
ЛЕТНИЦА,СУ Бачо Киро,20.0,28.4,21.0,20.45,20.0,24.9,20.0,18.6,27.0,"29,02",27.0,"11,44",18.0,"28,08",18.0,"18,64",29.0,"21,84",29.0,"15,95",33.0,"28,45",35.0,"14,14"
ЛОВЕЧ,Основно училище Васил Левски,60.0,71.22,60.0,43.07,82.0,68.73,83.0,40.83,79.0,"59,54",79.0,"32,01",77.0,"70,53",77.0,"46,07",86.0,"66,04",86.0,"44,17",78.0,"65,07",78.0,"41,84"
ЛОВЕЧ,Основно училище Христо Никифоров,57.0,63.52,56.0,41.57,67.0,60.35,68.0,31.14,64.0,"62,23",64.0,"30,18",68.0,"60,77",66.0,"37,15",58.0,"56,44",58.0,"35,62",49.0,"63,16",49.0,"46,97"
ЛОВЕЧ,Основно училище Свети Свети Кирил и Методий,18.0,25.28,18.0,15.93,13.0,18.77,13.0,10.96,15.0,"18,33",14.0,"10,21",17.0,"17,79",16.0,"12,34",16.0,"14,38",16.0,"15,56",19.0,"18,47",18.0,"15,24"
ЛОВЕЧ,Основно училище Васил Левски,4.0,16.75,4.0,16.0,3.0,23.5,2.0,18.25,,,,,1.0,13,1.0,19,,,,,,,,
ЛОВЕЧ,СУ Тодор Кирков,16.0,41.53,15.0,24.47,15.0,42.47,14.0,20.66,18.0,"43,69",17.0,"22,13",16.0,"44,56",16.0,"21,19",26.0,"31,35",25.0,"17,72",25.0,"40,36",25.0,"17,87"
ЛОВЕЧ,Основно училище Панайот Пипков,,,,,15.0,15.43,13.0,11.15,22.0,"21,32",22.0,"10,28",14.0,"18,18",14.0,"15,16",18.0,"10,50",15.0,"10,82",17.0,"23,09",15.0,"12,87"
ЛОВЕЧ,СУ Свети Климент Охридски,24.0,41.56,24.0,29.25,16.0,52.94,16.0,20.33,32.0,"51,58",32.0,"32,09",,,,,32.0,"43,13",32.0,"27,43",49.0,"52,29",49.0,"23,45"
ЛОВЕЧ,Профилирана природо-математическа гимназия,26.0,86.29,26.0,88.56,27.0,79.69,27.0,72.43,27.0,"85,09",27.0,"83,03",23.0,"85,74",23.0,"81,53",25.0,"81,72",25.0,"85,81",26.0,"85,71",26.0,"78,04"
ЛОВЕЧ,Основно училище Свети Свети Кирил и Методий,6.0,44.83,6.0,41.88,8.0,28.94,8.0,18.28,9.0,"17,78",9.0,"11,67",15.0,"27,4",17.0,"27,63",13.0,"21,08",13.0,"17,79",14.0,"33,46",14.0,"18,21"
ЛОВЕЧ,СУ Димитър Митев,1.0,48.5,,,2.0,25.0,,,,,,,,,,,,,,,,,,
ЛОВЕЧ,Основно училище Професор Димитър Димов,47.0,48.17,47.0,29.56,47.0,53.55,47.0,24.42,74.0,"52,62",74.0,"27,13",61.0,"56,98",61.0,"31,23",54.0,"53,98",54.0,"31,93",51.0,"55,48",51.0,"28,69"
ЛУКОВИТ,СУ Алеко Константинов,95.0,33.1,96.0,23.81,93.0,31.15,85.0,17.73,86.0,"31,64",82.0,"17,38",99.0,"38,41",98.0,"27,57",82.0,"32,79",80.0,"24,09",80.0,"38,09",81.0,"21,76"
ЛУКОВИТ,Основно училище Свети Свети Кирил и Методий,21.0,28.62,21.0,42.33,20.0,28.58,20.0,34.95,20.0,"29,53",19.0,"26,53",24.0,"24,42",25.0,"27,16",22.0,"30,70",23.0,"35,79",26.0,"32,21",25.0,"31,19"
ЛУКОВИТ,ОУ Неофит Рилски,18.0,39.58,18.0,24.11,24.0,32.98,24.0,15.73,26.0,"42,62",26.0,"23,05",30.0,"39,43",29.0,"22,66",21.0,"39,02",21.0,"25,21",26.0,"46,37",26.0,"24,74"
ЛУКОВИТ,Основно училище Христо Ботев,27.0,19.46,25.0,44.34,19.0,29.0,19.0,25.47,25.0,"20,76",36.0,"23,31",26.0,"17,04",27.0,"12,31",40.0,"15,43",38.0,"14,68",16.0,"17,75",21.0,"23,36"
ЛУКОВИТ,Основно училище Васил Левски,13.0,43.04,13.0,37.35,12.0,25.88,12.0,23.75,12.0,"25,08",12.0,"19,17",15.0,"36,53",15.0,"18,08",12.0,"36,83",12.0,"27,67",18.0,"31,61",18.0,"40,91"
ТЕТЕВЕН,Основно училище Васил Левски,9.0,33.17,9.0,16.64,12.0,36.13,10.0,10.9,13.0,"38,96",12.0,"18,02",13.0,"44,81",14.0,"17,52",20.0,"30,13",20.0,"14,93",9.0,"16,67",6.0,"10,56"
ТЕТЕВЕН,Основно училище Георги Бенковски,23.0,39.85,23.0,20.93,39.0,40.49,39.0,19.78,29.0,"34,6",29.0,"11,91",31.0,"32,92",31.0,"14,14",30.0,"38,03",30.0,"16,05",22.0,"37,34",23.0,"11,04"
ТЕТЕВЕН,Основно училище Христо Ботев,20.0,31.4,20.0,20.96,18.0,42.06,18.0,17.19,20.0,"30,33",20.0,"18,95",23.0,"40,24",23.0,"18,33",21.0,"31,50",21.0,"16,58",15.0,"37,17",15.0,"15,72"
ТЕТЕВЕН,Основно училище Васил Левски,6.0,14.0,7.0,27.43,14.0,35.54,13.0,34.69,11.0,"24,45",11.0,"41,18",12.0,"21,83",11.0,"25,25",9.0,"29,28",8.0,"29,13",6.0,"36,42",6.0,"25,5"
ТЕТЕВЕН,Основно училище Васил Априлов,15.0,44.73,15.0,22.42,12.0,51.63,12.0,16.92,16.0,"42,19",16.0,"15,27",16.0,"44,81",16.0,"23,86",14.0,"40,46",14.0,"17,73",19.0,"43,39",19.0,"16,32"
ТЕТЕВЕН,Основно училище Георги Бенковски,8.0,36.0,7.0,19.21,2.0,61.75,2.0,39.75,5.0,"59,4",5.0,"34,35",2.0,"31,5",2.0,"12,5",3.0,"26,33",4.0,"18,31",4.0,"52,13",4.0,"36,5"
ТЕТЕВЕН,Основно училище Георги Бенковски,21.0,63.29,21.0,52.8,16.0,59.84,16.0,35.44,13.0,"49,46",13.0,34,10.0,"40,5",10.0,"27,6",11.0,"51,45",11.0,"46,20",3.0,"26,5",3.0,"45,25"
ТЕТЕВЕН,СУ Георги Бенковски,59.0,54.99,59.0,40.03,77.0,50.17,77.0,23.92,57.0,"49,33",57.0,"25,01",41.0,"54,72",41.0,"31,79",61.0,"53,13",61.0,"30,32",70.0,"53,33",70.0,"33,27"
ТРОЯН,Основно училище Иван Хаджийски,14.0,15.79,14.0,18.36,13.0,15.85,13.0,15.83,17.0,"21,12",17.0,"13,76",31.0,"31,34",32.0,"20,67",,,,,18.0,"19,67",18.0,"17,42"
ТРОЯН,Основно училище Васил Левски,9.0,40.67,9.0,23.94,5.0,37.0,5.0,28.9,7.0,"53,36",7.0,"21,57",5.0,"63,4",5.0,"29,25",6.0,"61,17",6.0,"23,17",7.0,"46,64",7.0,"22,97"
ТРОЯН,Основно училище Васил Левски,3.0,32.5,3.0,23.75,8.0,13.69,6.0,11.33,4.0,21,4.0,"11,5",3.0,"13,5",3.0,13,6.0,"19,75",6.0,"18,71",4.0,"20,38",4.0,"11,25"
ТРОЯН,СУ Васил Левски,7.0,34.29,7.0,22.96,19.0,32.55,19.0,17.38,11.0,"44,59",11.0,14,7.0,35,7.0,20,12.0,"38,96",12.0,"20,25",5.0,"23,7",5.0,"11,5"
ТРОЯН,СУ Васил Левски,76.0,55.56,76.0,35.52,90.0,67.72,90.0,35.99,74.0,"62,1",74.0,"36,97",75.0,"64,26",75.0,"33,82",90.0,"55,72",90.0,"32,21",96.0,"65,73",96.0,"36,36"
ТРОЯН,СУ Свети Климент Охридски,75.0,56.31,75.0,34.67,67.0,59.41,67.0,29.76,71.0,"54,99",71.0,"28,25",80.0,"63,76",80.0,"34,19",65.0,"59,70",65.0,"29,15",75.0,"53,71",75.0,"26,39"
УГЪРЧИН,Основно училище Христо Ботев,13.0,27.38,12.0,24.96,10.0,36.35,10.0,25.3,5.0,"41,2",4.0,"15,88",10.0,"41,15",9.0,"21,39",8.0,"35,50",10.0,"18,23",15.0,"35,77",14.0,"18,63"
УГЪРЧИН,Основно училище Свети Паисий Хилендарски,6.0,20.33,4.0,10.31,4.0,48.5,4.0,36.81,3.0,"26,67",3.0,"20,33",7.0,"30,79",7.0,"15,64",6.0,"17,17",6.0,"21,58",6.0,"39,67",6.0,"26,18"
УГЪРЧИН,СУ Св Св Кирил и Методий,18.0,35.75,17.0,28.12,18.0,29.44,17.0,25.47,30.0,"38,78",28.0,"33,36",21.0,"35,21",23.0,"26,4",26.0,"38,48",27.0,"37,18",26.0,"30,06",27.0,"17,78"
ЯБЛАНИЦА,Основно училище Христо Ботев,12.0,38.33,12.0,48.85,14.0,33.32,14.0,33.79,13.0,"18,73",12.0,"10,25",16.0,"19,41",16.0,"44,06",10.0,"33,70",9.0,"26,89",13.0,"37,19",13.0,"45,54"
ЯБЛАНИЦА,Основно училище Любен Каравелов,9.0,45.72,9.0,44.94,10.0,18.6,9.0,43.44,12.0,"26,67",12.0,"25,98",11.0,"36,55",11.0,"37,93",10.0,"34,35",10.0,"58,45",9.0,"32,67",9.0,"39,2"
ЯБЛАНИЦА,Основно училище Васил Левски,16.0,24.19,15.0,56.18,12.0,26.0,10.0,19.8,20.0,"11,93",19.0,"19,61",15.0,"12,17",13.0,"12,23",8.0,"10,25",10.0,"9,88",11.0,"11,86",11.0,"10,64"
ЯБЛАНИЦА,СУ Васил Левски,32.0,26.16,32.0,46.66,43.0,36.59,44.0,20.38,37.0,"20,23",35.0,"12,38",24.0,"28,4",24.0,"20,49",38.0,"35,13",40.0,"45,31",40.0,"49,41",39.0,"51,31"
МОНТАНА,Природо-математическа профилирана гимназия Св Климент Охридски,25.0,81.62,25.0,73.48,26.0,80.25,26.0,61.63,28.0,"81,84",28.0,"74,66",53.0,"77,37",53.0,"61,79",29.0,"76,12",29.0,"67,91",29.0,"80,91",29.0,"73,33"
МОНТАНА,Първо основно училище Св Св Кирил и Методий,55.0,52.37,55.0,33.01,64.0,61.05,64.0,25.69,51.0,"37,77",51.0,"16,3",51.0,"53,35",51.0,"27,25",63.0,"49,75",63.0,"24,97",55.0,"54,96",55.0,"24,39"
МОНТАНА,Второ СУ Никола Йонков Вапцаров,39.0,59.36,39.0,33.42,42.0,47.38,42.0,20.46,42.0,"53,86",42.0,"28,99",36.0,"44,76",37.0,"23,68",43.0,"44,34",41.0,"26,68",38.0,"46,36",36.0,"31,95"
МОНТАНА,Tрето основно училище Д-р Петър Берон,72.0,56.97,71.0,34.37,83.0,57.85,83.0,31.72,82.0,"53,48",82.0,"23,64",77.0,"53,3",77.0,"30,46",66.0,"51,56",66.0,"33,52",51.0,"57,95",51.0,"25,91"
МОНТАНА,Четвърто основно училище Иван Вазов,71.0,70.84,71.0,42.0,99.0,69.72,99.0,32.87,75.0,"60,1",73.0,"36,05",68.0,"62,57",68.0,"28,67",68.0,"63,31",67.0,"36,50",70.0,"64,11",70.0,"30,49"
МОНТАНА,Пето основно училище Христо Ботев,24.0,48.79,24.0,23.07,32.0,56.08,33.0,24.69,46.0,"38,8",48.0,"17,79",33.0,"52,58",35.0,"24,08",33.0,"33,74",33.0,"22,55",36.0,"49,39",36.0,"21,24"
МОНТАНА,Седмо СУ Йордан Радичков,26.0,46.87,26.0,26.47,20.0,42.08,20.0,15.94,22.0,44,22.0,"20,1",22.0,"44,27",22.0,"19,73",13.0,"27,08",13.0,"15,73",21.0,"42,24",21.0,"13,74"
МОНТАНА,Основно училище Васил Левски,3.0,30.83,3.0,19.33,4.0,42.13,4.0,13.69,2.0,"22,25",2.0,"36,13",5.0,"56,3",5.0,"31,5",7.0,"36,14",8.0,"31,72",5.0,"46,9",4.0,"26,81"
МОНТАНА,Основно училище Св Св Кирил и Методий,11.0,23.95,10.0,28.5,14.0,17.64,14.0,10.64,19.0,"21,42",17.0,"10,53",15.0,"40,17",13.0,"35,9",14.0,"35,32",15.0,"27,93",18.0,"25,33",19.0,"29,82"
МОНТАНА,Основно училище Христо Ботев,,,,,,,,,7.0,"14,29",6.0,"11,5",3.0,"38,17",4.0,"21,69",6.0,"14,83",6.0,"10,67",3.0,"23,17",3.0,"30,17"
МОНТАНА,Шесто СУ Отец Паисий,65.0,44.02,63.0,28.11,58.0,34.47,57.0,18.46,58.0,"32,9",60.0,"17,41",45.0,"42,87",46.0,"24,82",60.0,"33,87",57.0,"23,22",66.0,"40,48",69.0,"19,63"
ЧИПРОВЦИ,Основно училище Петър Парчевич,7.0,47.64,7.0,22.14,9.0,49.39,9.0,23.03,6.0,"34,58",6.0,"25,08",9.0,"59,44",9.0,"31,33",7.0,"63,71",7.0,"48,46",,,,
ЯКИМОВО,СУ Д-р Петър Берон,27.0,22.67,26.0,17.03,20.0,23.38,20.0,13.49,20.0,"17,25",20.0,"9,96",22.0,"15,11",22.0,"12,41",27.0,"15,93",27.0,"12,49",26.0,"30,94",26.0,"14,18"
БЕРКОВИЦА,Първо основно училище Никола Йонков Вапцаров,28.0,57.07,28.0,36.8,22.0,61.61,22.0,29.27,30.0,"60,27",30.0,"33,12",20.0,"63,25",20.0,"35,49",22.0,"56,55",22.0,"27,13",14.0,"57,93",14.0,"15,6"
БЕРКОВИЦА,Второ основно училище Христо Смирненски,31.0,42.61,31.0,26.1,22.0,37.34,22.0,22.18,15.0,"40,83",15.0,"22,2",30.0,"53,85",32.0,"28,57",16.0,"43,56",16.0,"23,48",26.0,"58,87",27.0,"23,02"
