Община,Училище,"БЕЛ-УЧ 24""",БЕЛ 24,МАТ-УЧ 24,МАТ 24,БЕЛ-УЧ 23,БЕЛ 23,МАТ-УЧ 23,МАТ 23,БЕЛ-УЧ 22,БЕЛ 22,МАТ-УЧ 22,МАТ 22,БЕЛ-УЧ 21,БЕЛ 21,МАТ-УЧ 21,МАТ 21,БЕЛ-УЧ 20,БЕЛ 20,МАТ-УЧ 20,МАТ 20,БЕЛ-УЧ 19,БЕЛ 19,МАТ-УЧ 19,МАТ 19
ПАЗАРДЖИК,Основно училище Любен Каравелов,39.0,51.55,39.0,27.36,32.0,53.03,32.0,26.51,26.0,"57,37",26.0,"28,72",24.0,"64,77",24.0,"42,76",21.0,"49,79",21.0,"30,40",35.0,"59,26",35.0,"32,05"
ПАЗАРДЖИК,Основно училище Христо Ботев,,,,,6.0,30.17,6.0,18.63,2.0,"15,75",2.0,"7,5",5.0,16,5.0,"15,65",5.0,"16,10",5.0,"11,40",4.0,"31,63",4.0,"13,38"
ПАЗАРДЖИК,Основно училище Христо Ботев,8.0,17.5,8.0,16.5,5.0,16.2,5.0,14.2,8.0,"25,31",8.0,"16,25",7.0,"20,57",7.0,"11,86",5.0,"18,60",5.0,"15,35",8.0,"12,06",7.0,"11,14"
БЕЛОВО,ОУ Отец Паисий,,,,,,,,,,,,,,,,,3.0,"67,50",3.0,"73,75",1.0,"69,5",1.0,"16,75"
БЕЛОВО,Основно училище Отец Паисий,3.0,32.0,3.0,17.17,5.0,48.4,6.0,24.42,4.0,"35,88",4.0,"16,88",7.0,"32,29",7.0,"19,5",,,,,4.0,15,5.0,"15,6"
БЕЛОВО,СУ АЛЕКСАНДЪР ИВАНОВ - ЧАПАЙ,32.0,41.45,32.0,32.27,52.0,56.42,52.0,23.36,46.0,"59,21",46.0,"27,64",58.0,"59,49",58.0,"36,3",41.0,"48,80",41.0,"31,25",44.0,"49,36",43.0,38
ПАЗАРДЖИК,ПРОФИЛИРАНА МАТЕМАТИЧЕСКА ГИМНАЗИЯ Константин Величков,54.0,79.19,54.0,87.21,48.0,77.32,48.0,71.7,52.0,"79,33",52.0,"74,18",46.0,"73,05",46.0,"76,53",50.0,"73,03",50.0,"69,49",49.0,"76,09",49.0,"72,17"
ЛЕСИЧОВО,Основно училище Кочо Честеменски,9.0,19.11,9.0,34.78,14.0,19.07,14.0,26.86,10.0,"28,8",11.0,"35,82",11.0,"14,14",11.0,14,9.0,"27,72",9.0,"26,11",12.0,"27,33",12.0,"24,83"
БРЕЗНИК,Основно училище Христо Смирненски,5.0,22.5,5.0,17.05,3.0,37.33,3.0,15.67,3.0,36,3.0,"22,5",8.0,"36,94",8.0,"25,25",7.0,"28,79",7.0,"22,54",6.0,"45,75",6.0,"19,75"
БРЕЗНИК,СУ Васил Левски,34.0,58.75,34.0,40.61,27.0,55.02,26.0,30.34,37.0,"47,19",36.0,"28,04",32.0,"48,17",31.0,"25,51",26.0,"52,67",26.0,"26,68",26.0,"50,63",26.0,"33,59"
ЗЕМЕН,СУ Свeти Свети Кирил и Методий,8.0,43.19,8.0,25.91,3.0,40.83,3.0,29.58,8.0,"36,56",7.0,"32,39",9.0,"47,17",9.0,"24,92",8.0,"35,81",8.0,"17,69",11.0,"40,36",11.0,"23,02"
КОВАЧЕВЦИ,Основно училище Свети Свети Кирил и Методий,2.0,39.5,2.0,23.5,1.0,61.0,1.0,25.0,4.0,"20,13",4.0,10,1.0,9,1.0,"9,25",4.0,"7,50",4.0,"17,38",2.0,45,2.0,"16,13"
ПЕРНИК,Основно училище Свети Иван Рилски,152.0,64.06,152.0,43.25,147.0,66.13,147.0,34.95,137.0,"63,81",137.0,"31,63",149.0,"67,39",149.0,"41,9",148.0,"62,20",148.0,"36,61",133.0,"72,36",133.0,"35,97"
ПЕРНИК,VII Основно училище Георги Сава Раковски,39.0,47.41,39.0,32.03,38.0,58.7,38.0,25.51,31.0,"42,53",30.0,"24,95",26.0,"49,46",26.0,"32,91",23.0,"38,91",23.0,"21,00",33.0,"46,77",33.0,"23,99"
ПЕРНИК,VIII основно училище Кракра Пернишки,10.0,50.85,10.0,41.85,15.0,51.03,15.0,29.67,21.0,"49,69",21.0,21,19.0,"52,68",20.0,"21,04",,,,,18.0,"53,11",18.0,"27,03"
ПЕРНИК,СУ Темелко Ненков,35.0,19.94,35.0,17.26,39.0,24.46,38.0,11.93,27.0,"21,67",26.0,"10,31",28.0,"24,07",27.0,"12,02",14.0,"25,61",14.0,"17,39",34.0,"25,5",34.0,"11,94"
ПЕРНИК,Х Основно училище Алеко Константинов,108.0,56.69,108.0,40.48,85.0,63.19,86.0,38.88,83.0,"59,14",83.0,"37,42",82.0,"61,73",82.0,"36,72",73.0,"56,36",74.0,"35,85",50.0,"60,98",50.0,"33,29"
ПЕРНИК,ХI Основно Училище Елин Пелин,92.0,55.39,92.0,31.22,103.0,57.96,103.0,27.89,75.0,"55,61",75.0,"34,19",95.0,"61,71",95.0,"36,19",75.0,"56,15",75.0,"30,82",104.0,"63,14",104.0,"32,86"
ПЕРНИК,ХII Основно училище Васил Левски - град Перник,21.0,47.33,20.0,26.89,29.0,60.59,29.0,29.65,13.0,"54,38",11.0,"42,36",20.0,"47,13",19.0,"25,29",16.0,"51,91",16.0,"30,06",18.0,"56,61",18.0,"27,83"
ПЕРНИК,ХIII Основно училище Свети свети Кирил и Методий,42.0,54.6,42.0,28.76,62.0,57.17,62.0,21.36,44.0,"44,58",43.0,"18,52",40.0,"47,5",40.0,"23,11",62.0,"46,98",62.0,"24,65",37.0,"56,61",37.0,"32,27"
ПЕРНИК,Основно училище Свети Константин Кирил Философ,24.0,37.96,25.0,21.56,31.0,52.47,31.0,21.76,34.0,"49,96",34.0,"21,38",16.0,"58,09",16.0,"24,27",26.0,"44,52",26.0,"19,66",34.0,"55,99",34.0,"21,34"
ПЕРНИК,Пето СУ Петко Рачов Славейков,18.0,48.0,18.0,27.69,14.0,58.82,15.0,22.27,23.0,"43,54",23.0,"14,82",15.0,"39,8",15.0,"15,83",17.0,"33,21",17.0,"15,09",17.0,"38,24",18.0,"17,11"
ПЕРНИК,VI СУ Свети Свети Кирил и Методий,29.0,48.55,29.0,29.63,30.0,51.03,30.0,27.13,29.0,48,29.0,"24,6",26.0,"47,21",26.0,"26,72",31.0,"45,87",27.0,"25,85",26.0,"48,06",27.0,"21,56"
ПЕРНИК,XVI Основно училище Свети свети Кирил и Методий,42.0,62.67,42.0,37.57,47.0,62.31,47.0,34.92,48.0,"54,28",48.0,"23,44",43.0,"57,57",43.0,"27,21",31.0,"61,35",31.0,"25,36",33.0,"60,52",33.0,"24,16"
ПЕРНИК,СУ с разширено изучаване на чужди езици Д-р Петър Берон,81.0,57.19,81.0,32.66,95.0,63.36,95.0,28.49,88.0,"59,22",88.0,"32,43",86.0,"67,65",86.0,"36,19",92.0,"63,02",92.0,"30,87",90.0,"67,06",90.0,"32,47"
ПЕРНИК,Спортно училище Олимпиец,14.0,31.04,12.0,25.81,26.0,30.85,26.0,14.22,23.0,"28,46",22.0,"14,33",17.0,"32,97",17.0,"20,44",22.0,"29,34",22.0,"14,86",20.0,"36,18",20.0,"12,91"
ПЕРНИК,Основно училище Христо Ботев,14.0,51.57,14.0,32.96,14.0,56.64,14.0,31.38,12.0,"43,58",12.0,"14,06",22.0,"48,07",22.0,"26,35",7.0,"44,50",7.0,"25,86",9.0,"38,83",9.0,"17,63"
ПЕРНИК,Природоматематическа гимназия Христо Смирненски,28.0,79.64,28.0,88.64,26.0,84.19,26.0,82.34,27.0,"81,04",27.0,"85,45",26.0,"80,85",26.0,"81,79",18.0,"75,03",18.0,"71,19",29.0,"84,97",29.0,"87,89"
ПЕРНИК,ОУ Свети Климент Охридски,1.0,68.0,1.0,36.25,6.0,50.67,6.0,20.0,6.0,"45,67",6.0,"19,17",,,,,9.0,"47,11",9.0,"34,50",,,,
ПЕРНИК,Основно училище Свети Свети Кирил и Методий,10.0,54.35,10.0,34.7,5.0,67.2,5.0,35.9,6.0,"62,25",6.0,"20,71",6.0,"65,25",6.0,"31,79",3.0,"45,83",3.0,"16,83",5.0,"54,7",5.0,"16,7"
ПЕРНИК,Основно училище Отец Паисий,4.0,55.5,4.0,34.44,4.0,44.25,4.0,24.69,3.0,"47,17",3.0,"21,67",4.0,"53,13",4.0,28,4.0,"29,38",4.0,"14,50",9.0,"56,72",9.0,"21,48"
ПЕРНИК,Основно училище Свети Свети Кирил и Методий,23.0,59.8,23.0,40.34,15.0,62.43,15.0,27.38,19.0,"54,37",19.0,"33,14",14.0,"57,71",14.0,"32,7",17.0,"53,00",17.0,"26,47",13.0,"64,19",13.0,"27,53"
ПЕРНИК,ОУ Св Климент Охридски,7.0,55.64,7.0,40.0,15.0,66.0,15.0,32.72,12.0,"68,71",12.0,"39,6",,,,,5.0,"54,20",5.0,"31,00",8.0,"82,88",8.0,"42,42"
РАДОМИР,Основно училище Христо Смирненски,58.0,38.83,58.0,28.3,68.0,41.18,67.0,20.27,97.0,"49,78",97.0,"22,07",75.0,"46,56",75.0,"26,6",66.0,"44,28",67.0,"22,27",51.0,"45,34",51.0,"19,16"
РАДОМИР,Основно училище Иван Вазов,6.0,38.08,6.0,29.42,4.0,55.38,4.0,10.88,4.0,"49,5",4.0,"14,56",3.0,"38,33",3.0,"21,67",4.0,"37,38",4.0,"19,56",4.0,"47,63",4.0,"25,5"
РАДОМИР,Основно училище Христо Ботев,,,,,,,,,4.0,"12,88",4.0,"5,25",7.0,"20,43",7.0,"11,54",7.0,"11,79",7.0,"13,00",5.0,"19,6",4.0,"15,13"
РАДОМИР,Основно училище Христо Ботев,3.0,36.17,3.0,27.33,4.0,32.5,4.0,21.81,1.0,14,1.0,6,7.0,"31,21",6.0,"14,38",3.0,"20,83",3.0,"14,00",4.0,"52,25",4.0,12
РАДОМИР,СУ Свети Свети Кирил и Методий,62.0,55.78,62.0,38.01,56.0,52.18,55.0,25.19,39.0,53,39.0,"28,88",34.0,"49,96",34.0,"23,26",46.0,"50,86",46.0,"28,14",54.0,"62,22",54.0,"29,1"
ТРЪН,СУ Гео Милев,18.0,26.33,18.0,17.39,17.0,47.68,17.0,19.94,28.0,"22,59",26.0,"10,97",21.0,"28,93",20.0,"17,01",21.0,"20,88",20.0,"13,50",25.0,"34,02",25.0,"15,19"
ПЛЕВЕН,ОУ Никола Й Вапцаров Плевен,,,,,,,,,,,,,,,,,11.0,"6,55",9.0,"13,44",6.0,"24,33",6.0,"18,83"
ПЛЕВЕН,Основно училище Д-р Петър Берон,110.0,58.4,110.0,35.84,74.0,63.59,74.0,32.57,79.0,"53,37",79.0,"26,34",76.0,"58,53",77.0,"34,35",76.0,"52,92",76.0,"29,01",36.0,"59,82",36.0,"24,81"
ПЛЕВЕН,Основно училищe Свети Климент Охридски,60.0,47.27,60.0,26.78,74.0,57.75,74.0,24.5,91.0,"51,39",92.0,"22,8",61.0,"56,37",61.0,"28,36",49.0,"47,50",49.0,"22,74",51.0,"52,7",51.0,"18,74"
ПЛЕВЕН,Основно училище Васил Левски,38.0,56.47,38.0,34.11,44.0,59.08,44.0,28.64,27.0,"63,09",27.0,"29,73",18.0,"44,58",18.0,"21,74",24.0,"45,17",24.0,"23,41",,,,
ПЛЕВЕН,Основно училище Йордан Йовков,41.0,52.1,41.0,40.81,49.0,55.21,49.0,22.92,58.0,"54,91",58.0,"28,31",55.0,"57,45",55.0,"26,57",87.0,"55,01",87.0,"27,58",60.0,"51,42",60.0,"22,09"
ПЛЕВЕН,Основно училище Лазар Станев,17.0,48.68,16.0,29.58,19.0,46.47,19.0,26.16,21.0,"54,1",21.0,"30,88",20.0,"55,6",20.0,"35,18",22.0,"42,82",21.0,"25,29",24.0,"52,13",23.0,"23,99"
ПЛЕВЕН,ОУ Христо Ботев,14.0,20.75,14.0,31.93,10.0,25.7,11.0,20.27,8.0,"34,38",8.0,"37,88",15.0,"25,7",15.0,"29,77",9.0,"21,67",9.0,"30,33",7.0,"22,5",7.0,"22,29"
ПЛЕВЕН,Основно училище Отец Паисий,6.0,27.67,6.0,36.33,7.0,22.5,7.0,23.0,9.0,"36,28",9.0,"33,86",7.0,"20,57",7.0,"18,07",6.0,"38,58",6.0,"26,29",11.0,"16,32",12.0,"16,25"
ПЛЕВЕН,Основно училище Свети Климент Охридски,35.0,18.49,34.0,16.68,36.0,18.5,36.0,13.17,35.0,"11,89",33.0,"18,45",40.0,"17,55",40.0,"14,6",37.0,"14,53",37.0,"12,40",51.0,"12,16",50.0,"15,23"
ПЛЕВЕН,Основно училище Васил Левски,2.0,45.25,2.0,36.13,6.0,27.25,6.0,30.83,4.0,"36,88",4.0,"18,81",3.0,"32,17",4.0,"27,75",3.0,"34,33",3.0,"25,00",4.0,"24,5",5.0,"24,6"
ПЛЕВЕН,Основно училище Христо Ботев,7.0,20.14,7.0,19.0,9.0,14.0,9.0,16.44,7.0,"7,29",7.0,"10,43",16.0,"10,69",16.0,"10,75",11.0,"13,00",11.0,"19,09",15.0,"17,8",15.0,"10,4"
ПЛЕВЕН,Основно училище Св Св Кирил и Методий,3.0,11.67,3.0,12.67,5.0,21.1,6.0,27.5,5.0,"20,3",5.0,"11,4",5.0,"34,9",5.0,"22,4",4.0,"10,00",3.0,"18,33",7.0,"28,29",9.0,"15,33"
ПЛЕВЕН,Основно училище Христо Ботев,5.0,29.2,5.0,19.9,6.0,24.83,6.0,14.5,7.0,"33,86",7.0,"9,71",6.0,"23,17",6.0,"12,67",7.0,"25,14",6.0,"15,00",7.0,"18,5",7.0,"11,14"
ПЛЕВЕН,Основно училище Антон Страшимиров,5.0,13.8,5.0,15.2,9.0,19.0,8.0,13.5,10.0,"24,1",10.0,"11,9",4.0,"27,63",4.0,"13,75",14.0,"16,00",14.0,"13,82",8.0,"20,69",8.0,"9,78"
ПЛЕВЕН,ОУ Свети Свети Кирил и Методий,11.0,33.36,11.0,43.36,12.0,25.63,12.0,21.25,11.0,"7,18",12.0,"13,17",16.0,"11,19",17.0,"12,59",15.0,"14,73",13.0,"26,62",15.0,"22,93",14.0,"22,5"
ПЛЕВЕН,Основно училище Св Св Кирил и Методий,6.0,43.75,6.0,66.0,9.0,38.06,9.0,48.67,7.0,"35,93",6.0,"53,92",10.0,"34,95",10.0,"38,53",12.0,"37,13",11.0,"50,73",7.0,"33,43",7.0,"44,06"
ПЛЕВЕН,Основно училище Цветан Спасов,144.0,59.99,144.0,39.35,114.0,58.21,114.0,27.03,151.0,"58,57",151.0,"33,61",145.0,"64,21",145.0,"43,41",164.0,"60,98",164.0,"33,58",170.0,"66,76",170.0,"36,07"
ПЛЕВЕН,Математическа гимназия Гео Милев,54.0,73.54,54.0,74.17,51.0,77.46,51.0,68.89,53.0,"76,54",53.0,"75,69",51.0,"79,71",51.0,"79,78",52.0,"75,55",52.0,"73,48",49.0,"79,76",49.0,"73,61"
ПЛЕВЕН,СУ Анастасия Димитрова,18.0,30.78,16.0,21.98,,,,,,,,,16.0,"22,88",16.0,"16,44",15.0,"33,97",15.0,"20,20",19.0,"36,05",19.0,"11,59"
ПЛЕВЕН,СУ Стоян Заимов,73.0,50.43,73.0,30.62,86.0,56.38,86.0,25.22,80.0,"52,88",80.0,"23,88",92.0,"63,29",92.0,"34,57",78.0,"56,76",78.0,"27,16",84.0,"63,35",84.0,"26,61"
ПЛЕВЕН,СУ Иван Вазов,181.0,69.45,181.0,55.83,201.0,69.34,201.0,40.29,231.0,"72,14",231.0,"43,13",154.0,"69,28",154.0,"50,64",180.0,"66,10",180.0,"44,82",140.0,"72,19",140.0,"38,36"
ПЛЕВЕН,СУ Пейо Крачолов Яворов,22.0,48.48,22.0,22.7,39.0,51.06,38.0,22.49,43.0,"44,06",43.0,"19,12",38.0,"55,79",37.0,"25,46",19.0,"48,32",19.0,"22,17",44.0,"45,83",43.0,"19,37"
ПЛЕВЕН,СУ Христо Смирненски,16.0,23.44,15.0,18.22,16.0,34.56,14.0,15.09,22.0,"29,41",22.0,"10,32",19.0,"19,39",19.0,"11,93",13.0,"35,92",13.0,"16,08",12.0,"37,88",12.0,"11,4"
ПЛЕВЕН,СУ Христо Ботев,6.0,47.92,6.0,25.58,12.0,31.04,12.0,19.94,12.0,"33,42",11.0,"18,91",18.0,"30,94",17.0,"20,93",17.0,"28,44",16.0,"16,59",24.0,"30,73",24.0,"26,35"
ПЛЕВЕН,Спортно училище Георги Бенковски,48.0,32.6,48.0,21.91,57.0,34.51,51.0,14.83,56.0,"33,14",56.0,"16,68",46.0,"40,82",47.0,"16,43",55.0,"29,95",56.0,"14,97",66.0,"33,73",66.0,"12,84"
ПЛЕВЕН,Основно училище Валери Петров,98.0,73.05,99.0,51.14,91.0,70.64,91.0,37.2,78.0,"69,03",78.0,"41,86",97.0,"71,69",95.0,"46,34",76.0,"74,10",76.0,"42,49",78.0,"75,83",78.0,"39,53"
ЧЕРВЕН БРЯГ,Основно училище Христо Смирненски,45.0,40.86,45.0,26.51,55.0,44.26,54.0,23.42,45.0,"40,82",46.0,"20,21",55.0,"37,85",55.0,"27,47",35.0,"34,46",34.0,"21,26",39.0,"46,87",38.0,"25,48"
ЧЕРВЕН БРЯГ,Основно училище Алеко Константинов,7.0,12.93,6.0,19.88,11.0,16.27,11.0,18.18,9.0,"12,22",9.0,"28,89",11.0,"16,32",11.0,"12,82",7.0,"15,93",7.0,"14,64",9.0,"22,56",9.0,"35,17"
ЧЕРВЕН БРЯГ,Основно училище Христо Ботев,8.0,27.06,8.0,16.63,3.0,40.17,3.0,29.0,7.0,"33,93",7.0,9,8.0,"29,44",8.0,"16,5",13.0,"32,85",13.0,"14,65",12.0,"39,58",12.0,"10,58"
ЧЕРВЕН БРЯГ,Основно училище Христо Ботев,10.0,29.8,10.0,18.6,22.0,38.68,22.0,16.33,8.0,"49,88",8.0,"10,56",16.0,"45,72",16.0,"21,75",15.0,"26,03",15.0,"14,98",16.0,"44,44",15.0,"22,78"
ЧЕРВЕН БРЯГ,Основно училище Христо Ботев,9.0,38.0,9.0,56.56,14.0,38.93,14.0,57.64,7.0,"23,64",7.0,"29,71",13.0,"19,15",13.0,"28,08",9.0,"26,56",9.0,"27,56",7.0,"41,86",7.0,43
ЧЕРВЕН БРЯГ,ОУ Отец Паисий,8.0,24.44,8.0,16.88,14.0,24.11,14.0,15.7,11.0,"15,91",11.0,"28,73",13.0,"24,92",12.0,"34,42",23.0,"42,17",23.0,"20,32",18.0,"40,86",18.0,"40,57"
ЧЕРВЕН БРЯГ,СУ Д-р Петър Берон,71.0,45.6,71.0,34.36,66.0,49.13,66.0,27.82,92.0,"47,44",92.0,"21,42",50.0,"51,92",51.0,"28,43",66.0,"39,82",66.0,"22,25",85.0,"54,29",85.0,"24,1"
ЧЕРВЕН БРЯГ,СУ Христо Смирненски,22.0,39.52,22.0,23.32,37.0,36.99,37.0,16.72,28.0,"32,27",28.0,"13,27",23.0,"32,87",23.0,"20,89",26.0,"33,33",26.0,"20,20",26.0,"40,23",25.0,"17,84"
ПОРДИМ,ОУ Никола Йонков Вапцаров,3.0,33.17,3.0,42.67,7.0,30.79,7.0,36.14,9.0,"13,28",8.0,"11,5",12.0,"23,54",12.0,"20,92",12.0,"21,08",12.0,"23,46",12.0,"24,04",12.0,"28,83"
ПОРДИМ,СУ Свети Свети Кирил и Методий,25.0,32.76,25.0,19.08,33.0,44.02,33.0,24.98,32.0,"36,36",31.0,"12,86",28.0,"36,14",28.0,"20,49",27.0,"28,93",28.0,"19,14",28.0,"28,52",28.0,"14,02"
ИСКЪР,Основно училище Васил Левски,11.0,24.5,11.0,22.43,13.0,21.85,13.0,13.33,10.0,"35,25",10.0,"10,35",4.0,"33,5",4.0,"12,25",11.0,"22,68",12.0,"16,52",12.0,"37,96",12.0,"11,08"
ИСКЪР,СУ Христо Смирненски,39.0,31.01,39.0,20.65,33.0,31.29,32.0,15.5,32.0,"39,06",31.0,"16,75",21.0,"28,69",21.0,"18,24",27.0,"23,67",27.0,"17,14",42.0,"34,98",42.0,"18,36"
ДОЛНИ ДЪБНИК,Основно училище Свети свети Кирил и Методий,3.0,65.5,3.0,53.58,9.0,50.0,9.0,44.86,8.0,"34,13",8.0,"38,25",9.0,"37,61",9.0,"29,83",5.0,"55,70",5.0,"35,60",3.0,"44,33",3.0,"26,33"
ДОЛНИ ДЪБНИК,Основно училище Христо Ботев,12.0,41.75,12.0,44.85,11.0,48.95,11.0,45.8,7.0,45,7.0,"31,86",11.0,"38,14",10.0,"49,55",9.0,"45,17",9.0,"37,03",8.0,"56,19",7.0,"39,39"
ДОЛНИ ДЪБНИК,Основно училище Св Св Кирил и Методий,15.0,44.27,15.0,33.5,12.0,46.88,12.0,34.83,11.0,"29,23",11.0,"33,55",11.0,"23,64",11.0,"30,52",8.0,"20,88",9.0,"31,56",12.0,"15,63",12.0,"30,58"
ДОЛНИ ДЪБНИК,Основно училище Св Св Кирил и Методий,10.0,40.8,10.0,54.43,15.0,43.87,15.0,35.55,10.0,"32,1",10.0,"36,6",11.0,"30,23",11.0,"34,91",10.0,"27,10",10.0,"32,80",10.0,"26,2",10.0,"30,55"
ДОЛНИ ДЪБНИК,Основно училище Неофит Рилски,8.0,42.38,9.0,54.11,4.0,44.88,4.0,37.75,6.0,"19,83",6.0,"33,17",10.0,"18,45",10.0,21,9.0,"23,44",6.0,"23,83",9.0,"11,06",9.0,"11,11"
ДОЛНИ ДЪБНИК,СУ Христо Ботев,19.0,39.29,18.0,29.78,25.0,45.9,24.0,18.23,23.0,"37,43",23.0,"22,93",9.0,"35,39",10.0,"18,65",16.0,"40,81",15.0,"22,93",32.0,"39,23",31.0,"24,52"
ЛЕВСКИ,Основно училище Максим Горки,40.0,55.24,40.0,39.11,38.0,55.07,38.0,30.78,46.0,"58,02",46.0,"31,15",36.0,"51,53",36.0,"27,15",43.0,"48,97",43.0,"33,10",35.0,"56,96",35.0,"31,06"
ЛЕВСКИ,Основно училище Христо Ботев,8.0,31.19,8.0,26.0,9.0,30.17,8.0,21.25,10.0,"16,3",10.0,"6,4",11.0,"32,64",12.0,"18,29",14.0,"23,39",14.0,"15,95",11.0,"26,55",10.0,15
ЛЕВСКИ,Основно училище Христо Ботев,6.0,20.5,6.0,19.04,5.0,31.9,5.0,25.1,7.0,"24,5",7.0,"18,64",4.0,"22,38",4.0,"16,94",10.0,"22,50",11.0,"22,64",7.0,"29,57",7.0,"29,61"
ЛЕВСКИ,Основно училище Неофит Рилски,7.0,49.86,7.0,39.61,10.0,36.85,8.0,34.38,12.0,"39,38",12.0,"14,6",11.0,"33,68",11.0,"14,18",15.0,"54,43",15.0,"31,53",19.0,"32,32",21.0,"20,81"
ЛЕВСКИ,СУ Крум Попов,50.0,34.18,49.0,22.33,39.0,33.09,39.0,16.01,49.0,"42,2",49.0,"18,76",37.0,"31,3",37.0,"15,86",43.0,"33,28",43.0,"22,92",36.0,"39,75",36.0,"27,96"
БЕЛЕНЕ,Основно училище Васил Левски,11.0,42.36,11.0,26.86,11.0,48.0,11.0,20.89,15.0,"47,37",15.0,"21,83",11.0,"65,32",11.0,"50,32",12.0,"41,67",12.0,"25,98",16.0,"37,06",16.0,"16,58"
БЕЛЕНЕ,СУ Димчо Дебелянов,34.0,53.84,34.0,34.06,38.0,56.61,37.0,32.84,35.0,"52,87",35.0,"32,02",33.0,"59,47",33.0,"42,09",42.0,"51,67",41.0,"34,96",47.0,"57,32",47.0,"29,77"
ГУЛЯНЦИ,Основно училище Христо Ботев,4.0,38.13,4.0,56.0,12.0,56.63,12.0,26.38,17.0,"55,79",17.0,"25,21",11.0,"47,27",11.0,"26,75",12.0,"53,21",12.0,"32,13",3.0,9,3.0,"15,33"
ГУЛЯНЦИ,СУ Христо Смирненски,29.0,30.21,27.0,56.97,27.0,33.07,32.0,32.61,28.0,"35,93",27.0,"37,09",31.0,"32,89",31.0,"22,69",21.0,"26,36",21.0,"30,68",40.0,"38,76",42.0,"22,55"
ГУЛЯНЦИ,СУ Асен Златаров,5.0,46.1,5.0,40.0,9.0,46.11,9.0,41.5,16.0,"48,41",16.0,"28,95",10.0,"43,45",10.0,"41,63",6.0,"41,42",7.0,"46,86",18.0,"47,42",18.0,"38,51"
ДОЛНА МИТРОПОЛИЯ,Основно училище Христо Ботев,11.0,32.32,11.0,26.02,11.0,28.05,11.0,20.82,9.0,"19,06",9.0,"20,56",16.0,"40,31",16.0,"16,81",8.0,"29,44",8.0,"28,88",15.0,"19,63",15.0,"25,13"
ДОЛНА МИТРОПОЛИЯ,Основно училище Свети Свети Кирил и Методий,8.0,38.31,8.0,22.91,14.0,31.79,14.0,18.55,11.0,"39,18",11.0,"14,5",8.0,"39,63",8.0,"21,63",12.0,"33,71",13.0,"24,33",7.0,"21,93",7.0,"10,5"
ДОЛНА МИТРОПОЛИЯ,Основно училище Христо Ботев,7.0,9.57,5.0,15.8,5.0,24.8,6.0,14.0,5.0,12,5.0,"11,4",4.0,"15,25",4.0,"26,5",6.0,"29,33",5.0,"24,80",7.0,"21,79",7.0,"18,71"
ДОЛНА МИТРОПОЛИЯ,Основно училище Климент Охридски,2.0,31.75,2.0,28.0,3.0,33.67,3.0,15.0,4.0,"28,63",4.0,"21,19",7.0,"37,57",8.0,"19,19",5.0,"47,30",5.0,"29,85",2.0,"49,5",3.0,29
ДОЛНА МИТРОПОЛИЯ,Основно училище Христо Смирненски,10.0,43.4,10.0,36.2,8.0,39.63,8.0,27.81,9.0,"20,44",8.0,"14,03",8.0,"34,94",8.0,"17,22",9.0,"29,50",9.0,"30,72",13.0,"36,65",13.0,"16,75"
ДОЛНА МИТРОПОЛИЯ,Основно училище Св св Кирил и Методий,10.0,42.4,11.0,22.0,8.0,22.06,9.0,18.08,14.0,28,15.0,"16,57",15.0,21,15.0,"16,3",11.0,"25,82",11.0,"14,89",19.0,"14,76",20.0,"12,69"
ДОЛНА МИТРОПОЛИЯ,СУ Васил Априлов,14.0,38.0,14.0,41.84,14.0,37.29,14.0,18.25,21.0,"32,48",21.0,"21,29",17.0,"49,56",17.0,"29,81",21.0,"32,62",21.0,"17,43",13.0,"38,27",12.0,"19,38"
ДОЛНА МИТРОПОЛИЯ,СУ Евлоги Георгиев,26.0,39.27,26.0,22.32,35.0,34.69,34.0,17.32,27.0,"41,48",27.0,"16,67",33.0,"36,33",33.0,"18,96",32.0,"28,58",30.0,"19,50",28.0,"43,27",28.0,"19,46"
ДОЛНА МИТРОПОЛИЯ,Възпитателно училище интернат Христо Ботев,2.0,8.5,2.0,10.63,1.0,2.0,1.0,6.0,1.0,20,1.0,35,,,,,3.0,"40,50",3.0,"35,33",3.0,"26,33",3.0,"34,67"
НИКОПОЛ,Основно училище Патриарх Евтимий,10.0,35.6,10.0,18.85,14.0,34.21,14.0,15.16,13.0,"46,04",13.0,19,9.0,"36,17",9.0,"19,81",10.0,"19,40",10.0,"13,25",17.0,"46,12",17.0,"18,17"
НИКОПОЛ,СУ Христо Ботев,21.0,35.48,21.0,29.32,23.0,28.63,23.0,20.26,24.0,"35,25",24.0,"23,36",21.0,"35,6",21.0,"27,56",31.0,"24,03",31.0,"21,33",31.0,"31,34",31.0,"18,59"
КНЕЖА,Основно училище Васил Левски,48.0,51.54,47.0,36.26,33.0,46.47,33.0,22.42,31.0,"43,37",31.0,"21,39",44.0,"45,51",44.0,"29,6",46.0,"32,95",47.0,"24,16",38.0,"51,13",38.0,"30,26"
КНЕЖА,Основно училище Отец Паисий,18.0,32.5,18.0,22.42,23.0,46.39,25.0,27.48,25.0,"41,98",26.0,"22,31",28.0,34,27.0,"25,73",31.0,"38,87",30.0,"30,17",23.0,"52,41",24.0,"23,99"
