;;Събития (опасности);Събития (опасности);Събития (опасности);Загинали лица;Загинали лица;Загинали лица;Пострадали лица;Пострадали лица;Пострадали лица;
Смолян;85530 Нашествие на вредители;0;0;0;0;0;0;0;0;0;
Смолян;85531 нашествие на насекоми;0;0;0;0;0;0;0;0;0;
Смолян;85532 нашествие на други вредители;0;0;0;0;0;0;0;0;0;
Смолян;85601 Космически явления;0;0;0;0;0;0;0;0;0;
Смолян;85610 Сблъсък;0;0;0;0;0;0;0;0;0;
Смолян;85611 метеоритен удар;0;0;0;0;0;0;0;0;0;
Смолян;85612 въздушен взрив;0;0;0;0;0;0;0;0;0;
Смолян;85620 Космическа буря;0;0;0;0;0;0;0;0;0;
Смолян;85621 енергийни частици;0;0;0;0;0;0;0;0;0;
Смолян;85622 геомагнитна буря;0;0;0;0;0;0;0;0;0;
Смолян;85623 шокова вълна;0;0;0;0;0;0;0;0;0;
Смолян;85701 Техногенни;141;155;148;2;5;4;103;99;111;
Смолян;85710 Промишлена авария;6;5;6;0;0;0;0;0;0;
Смолян;85711 химически разлив;0;0;0;0;0;0;0;0;0;
Смолян;85712 срутване;0;0;0;0;0;0;0;0;0;
Смолян;85713 експлозия;0;0;0;0;0;0;0;0;0;
Смолян;85714 пожар;6;5;6;0;0;0;0;0;0;
Смолян;85715 теч на газ;0;0;0;0;0;0;0;0;0;
Смолян;85716 отравяне;0;0;0;0;0;0;0;0;0;
Смолян;85717 радиация;0;0;0;0;0;0;0;0;0;
Смолян;85718 нефтен разлив;0;0;0;0;0;0;0;0;0;
Смолян;85719 други (промишлени);0;0;0;0;0;0;0;0;0;
Смолян;85720 Други аварии (непромишлени);57;71;62;0;2;2;2;6;9;
Смолян;85721 срутване (непромишлено);0;0;0;0;0;0;0;0;0;
Смолян;85722 експлозия (непромишлена);0;0;0;0;0;0;0;0;0;
Смолян;85723 пожар (непромишлен);57;71;62;0;2;2;2;6;9;
Смолян;85724 други (непромишлени);0;0;0;0;0;0;0;0;0;
Смолян;85730 Транспортнаи аварии/инциденти;78;79;80;2;3;2;101;93;102;
Смолян;85731 въздухоплавателни;0;0;0;0;0;0;0;0;0;
Смолян;85732 пътни;78;79;80;2;3;2;101;93;102;
Смолян;85733 железопътни;0;0;0;0;0;0;0;0;0;
Смолян;85734 воднотранспортни;0;0;0;0;0;0;0;0;0;
Смолян;85801 Други бедствия и кризи;0;1;0;0;0;0;0;0;0;
Смолян;85810 Деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Смолян;85811 деградация на почвите (почвена ерозия);0;0;0;0;0;0;0;0;0;
Смолян;85812 обезлесяване;0;0;0;0;0;0;0;0;0;
Смолян;85813 други, свързани с деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Смолян;85820 Други, в т.ч.;0;1;0;0;0;0;0;0;0;
Смолян;85821 Размирици, терористични актове, етнически конфликти, кибератаки;0;0;0;0;0;0;0;0;0;
Смолян;85822 Социални или икономически кризи;0;0;0;0;0;0;0;0;0;
Смолян;85823 Други неизброени;0;1;0;0;0;0;0;0;0;
София;85001 БЕДСТВИЯ И КРИЗИСНИ СЪБИТИЯ - ОБЩО;600;543;520;985;395;24;176;153;196;
София;85101 Геофизични;2;6;7;0;0;0;0;0;0;
София;85110 Земетресения;0;0;0;0;0;0;0;0;0;
София;85111 движение на земни пластове;0;0;0;0;0;0;0;0;0;
София;85112 цунами;0;0;0;0;0;0;0;0;0;
София;85120 Движение на маси (сухо);2;6;7;0;0;0;0;0;0;
София;85121 срутище;0;4;0;0;0;0;0;0;0;
София;85122 свлачище;2;2;7;0;0;0;0;0;0;
София;85123 пропадане на земята или слягане;0;0;0;0;0;0;0;0;0;
София;85130 Вулканична дейност;0;0;0;0;0;0;0;0;0;
София;85131 вулканична пепел;0;0;0;0;0;0;0;0;0;
София;85132 лахар;0;0;0;0;0;0;0;0;0;
София;85133 пирокластичен поток;0;0;0;0;0;0;0;0;0;
София;85134 лава;0;0;0;0;0;0;0;0;0;
София;85201 Метеорологични;10;4;10;0;0;0;0;0;0;
София;85210 Буря;8;1;8;0;0;0;0;0;0;
София;85211 градушка;0;0;0;0;0;0;0;0;0;
София;85212 светкавица/гръмотевична буря;0;0;0;0;0;0;0;0;0;
София;85213 обилен дъжд;8;1;8;0;0;0;0;0;0;
София;85214 смерч (торнадо);0;0;0;0;0;0;0;0;0;
София;85215 пясъчна/прашна буря;0;0;0;0;0;0;0;0;0;
София;85216 силна буря;0;0;0;0;0;0;0;0;0;
София;85217 вятър;0;0;0;0;0;0;0;0;0;
София;85220 Екстремни температури;2;2;1;0;0;0;0;0;0;
София;85221 студена вълна (в т.ч. слани);2;2;1;0;0;0;0;0;0;
София;85222 топлинна вълна;0;0;0;0;0;0;0;0;0;
София;85230 Сурови зимни условия;0;1;1;0;0;0;0;0;0;
София;85231 сняг/лед;0;0;0;0;0;0;0;0;0;
София;85232 зимна буря/виелица;0;1;1;0;0;0;0;0;0;
София;85233 мраз/скреж;0;0;0;0;0;0;0;0;0;
София;85240 Мъгла;0;0;0;0;0;0;0;0;0;
София;85301 Хидроложки;0;2;4;0;0;0;0;0;0;
София;85310 Наводнение;0;2;4;0;0;0;0;0;0;
София;85311 дъждовно;0;0;3;0;0;0;0;0;0;
София;85312 инфраструктурно;0;0;0;0;0;0;0;0;0;
София;85313 морско;0;0;0;0;0;0;0;0;0;
София;85314 от подземни води;0;0;0;0;0;0;0;0;0;
София;85315 речно;0;2;1;0;0;0;0;0;0;
София;85320 Лавина;0;0;0;0;0;0;0;0;0;
София;85330 Кален поток;0;0;0;0;0;0;0;0;0;
София;85401 Климатоложки;40;46;48;0;0;0;0;0;1;
София;85410 Суша;0;0;0;0;0;0;0;0;0;
София;85420 Стихиен пожар;40;46;48;0;0;0;0;0;1;
София;85421 горски пожар;23;28;25;0;0;0;0;0;0;
София;85422 полски пожар: храсти, шубраци, пасища, торф;17;18;23;0;0;0;0;0;1;
София;85501 Биологични;1;1;1;937;358;0;.;.;0;
София;85510 Инфекциозни заболявания при хората;1;1;1;937;358;0;.;.;0;
София;85511 вирусна болест;1;1;1;937;358;0;.;.;0;
София;85512 бактериална болест;0;0;0;0;0;0;0;0;0;
София;85513 паразитна болест;0;0;0;0;0;0;0;0;0;
София;85514 гъбична болест;0;0;0;0;0;0;0;0;0;
София;85520 Инфекциозни и зоонозни болести по животните;0;0;0;0;0;0;0;0;0;
София;85521 вирусна болест;0;0;0;0;0;0;0;0;0;
София;85522 бактериална болест;0;0;0;0;0;0;0;0;0;
София;85523 паразитна болест;0;0;0;0;0;0;0;0;0;
София;85524 гъбична болест;0;0;0;0;0;0;0;0;0;
София;85525 прионова болест;0;0;0;0;0;0;0;0;0;
София;85530 Нашествие на вредители;0;0;0;0;0;0;0;0;0;
София;85531 нашествие на насекоми;0;0;0;0;0;0;0;0;0;
София;85532 нашествие на други вредители;0;0;0;0;0;0;0;0;0;
София;85601 Космически явления;0;0;0;0;0;0;0;0;0;
София;85610 Сблъсък;0;0;0;0;0;0;0;0;0;
София;85611 метеоритен удар;0;0;0;0;0;0;0;0;0;
София;85612 въздушен взрив;0;0;0;0;0;0;0;0;0;
София;85620 Космическа буря;0;0;0;0;0;0;0;0;0;
София;85621 енергийни частици;0;0;0;0;0;0;0;0;0;
София;85622 геомагнитна буря;0;0;0;0;0;0;0;0;0;
София;85623 шокова вълна;0;0;0;0;0;0;0;0;0;
София;85701 Техногенни;545;481;449;48;37;24;176;153;195;
София;85710 Промишлена авария;26;22;22;0;0;0;0;0;1;
София;85711 химически разлив;0;0;0;0;0;0;0;0;0;
София;85712 срутване;0;0;0;0;0;0;0;0;0;
София;85713 експлозия;0;0;0;0;0;0;0;0;0;
София;85714 пожар;25;22;22;0;0;0;0;0;1;
София;85715 теч на газ;0;0;0;0;0;0;0;0;0;
София;85716 отравяне;0;0;0;0;0;0;0;0;0;
София;85717 радиация;0;0;0;0;0;0;0;0;0;
София;85718 нефтен разлив;0;0;0;0;0;0;0;0;0;
София;85719 други (промишлени);1;0;0;0;0;0;0;0;0;
София;85720 Други аварии (непромишлени);362;325;294;13;10;3;22;4;5;
София;85721 срутване (непромишлено);0;0;0;0;0;0;0;0;0;
София;85722 експлозия (непромишлена);0;0;0;0;0;0;0;0;0;
София;85723 пожар (непромишлен);362;325;294;13;10;3;22;4;5;
София;85724 други (непромишлени);0;0;0;0;0;0;0;0;0;
София;85730 Транспортнаи аварии/инциденти;157;130;133;35;25;21;154;144;189;
София;85731 въздухоплавателни;0;0;0;0;0;0;0;0;0;
София;85732 пътни;155;128;131;34;24;20;153;143;188;
София;85733 железопътни;2;2;2;1;1;1;1;1;1;
София;85734 воднотранспортни;0;0;0;0;0;0;0;0;0;
София;85801 Други бедствия и кризи;2;3;1;0;0;0;0;0;0;
София;85810 Деградиране на околната среда;0;2;0;0;0;0;0;0;0;
София;85811 деградация на почвите (почвена ерозия);0;0;0;0;0;0;0;0;0;
София;85812 обезлесяване;0;0;0;0;0;0;0;0;0;
София;85813 други, свързани с деградиране на околната среда;0;2;0;0;0;0;0;0;0;
София;85820 Други, в т.ч.;2;1;1;0;0;0;0;0;0;
София;85821 Размирици, терористични актове, етнически конфликти, кибератаки;0;0;0;0;0;0;0;0;0;
София;85822 Социални или икономически кризи;0;0;0;0;0;0;0;0;0;
София;85823 Други неизброени;2;1;1;0;0;0;0;0;0;
София (столица);85001 БЕДСТВИЯ И КРИЗИСНИ СЪБИТИЯ - ОБЩО;1577;1661;1649;5069;1613;57;785;889;905;
София (столица);85101 Геофизични;6;2;2;0;0;0;0;0;0;
София (столица);85110 Земетресения;0;0;0;0;0;0;0;0;0;
София (столица);85111 движение на земни пластове;0;0;0;0;0;0;0;0;0;
София (столица);85112 цунами;0;0;0;0;0;0;0;0;0;
София (столица);85120 Движение на маси (сухо);6;2;2;0;0;0;0;0;0;
София (столица);85121 срутище;0;0;0;0;0;0;0;0;0;
София (столица);85122 свлачище;6;2;2;0;0;0;0;0;0;
София (столица);85123 пропадане на земята или слягане;0;0;0;0;0;0;0;0;0;
София (столица);85130 Вулканична дейност;0;0;0;0;0;0;0;0;0;
София (столица);85131 вулканична пепел;0;0;0;0;0;0;0;0;0;
София (столица);85132 лахар;0;0;0;0;0;0;0;0;0;
София (столица);85133 пирокластичен поток;0;0;0;0;0;0;0;0;0;
София (столица);85134 лава;0;0;0;0;0;0;0;0;0;
София (столица);85201 Метеорологични;0;1;1;0;0;0;0;0;0;
София (столица);85210 Буря;0;0;0;0;0;0;0;0;0;
София (столица);85211 градушка;0;0;0;0;0;0;0;0;0;
София (столица);85212 светкавица/гръмотевична буря;0;0;0;0;0;0;0;0;0;
София (столица);85213 обилен дъжд;0;0;0;0;0;0;0;0;0;
София (столица);85214 смерч (торнадо);0;0;0;0;0;0;0;0;0;
София (столица);85215 пясъчна/прашна буря;0;0;0;0;0;0;0;0;0;
София (столица);85216 силна буря;0;0;0;0;0;0;0;0;0;
София (столица);85217 вятър;0;0;0;0;0;0;0;0;0;
София (столица);85220 Екстремни температури;0;1;1;0;0;0;0;0;0;
София (столица);85221 студена вълна (в т.ч. слани);0;1;1;0;0;0;0;0;0;
София (столица);85222 топлинна вълна;0;0;0;0;0;0;0;0;0;
София (столица);85230 Сурови зимни условия;0;0;0;0;0;0;0;0;0;
София (столица);85231 сняг/лед;0;0;0;0;0;0;0;0;0;
София (столица);85232 зимна буря/виелица;0;0;0;0;0;0;0;0;0;
София (столица);85233 мраз/скреж;0;0;0;0;0;0;0;0;0;
София (столица);85240 Мъгла;0;0;0;0;0;0;0;0;0;
София (столица);85301 Хидроложки;0;0;0;0;0;0;0;0;0;
София (столица);85310 Наводнение;0;0;0;0;0;0;0;0;0;
София (столица);85311 дъждовно;0;0;0;0;0;0;0;0;0;
София (столица);85312 инфраструктурно;0;0;0;0;0;0;0;0;0;
София (столица);85313 морско;0;0;0;0;0;0;0;0;0;
София (столица);85314 от подземни води;0;0;0;0;0;0;0;0;0;
София (столица);85315 речно;0;0;0;0;0;0;0;0;0;
София (столица);85320 Лавина;0;0;0;0;0;0;0;0;0;
София (столица);85330 Кален поток;0;0;0;0;0;0;0;0;0;
София (столица);85401 Климатоложки;3;9;9;0;0;0;0;2;0;
София (столица);85410 Суша;0;0;0;0;0;0;0;0;0;
София (столица);85420 Стихиен пожар;3;9;9;0;0;0;0;2;0;
София (столица);85421 горски пожар;0;3;3;0;0;0;0;0;0;
София (столица);85422 полски пожар: храсти, шубраци, пасища, торф;3;6;6;0;0;0;0;2;0;
София (столица);85501 Биологични;1;1;0;4994;1536;0;.;.;0;
София (столица);85510 Инфекциозни заболявания при хората;1;1;0;4994;1536;0;.;.;0;
София (столица);85511 вирусна болест;1;1;0;4994;1536;0;.;.;0;
София (столица);85512 бактериална болест;0;0;0;0;0;0;0;0;0;
София (столица);85513 паразитна болест;0;0;0;0;0;0;0;0;0;
София (столица);85514 гъбична болест;0;0;0;0;0;0;0;0;0;
София (столица);85520 Инфекциозни и зоонозни болести по животните;0;0;0;0;0;0;0;0;0;
София (столица);85521 вирусна болест;0;0;0;0;0;0;0;0;0;
София (столица);85522 бактериална болест;0;0;0;0;0;0;0;0;0;
София (столица);85523 паразитна болест;0;0;0;0;0;0;0;0;0;
София (столица);85524 гъбична болест;0;0;0;0;0;0;0;0;0;
София (столица);85525 прионова болест;0;0;0;0;0;0;0;0;0;
София (столица);85530 Нашествие на вредители;0;0;0;0;0;0;0;0;0;
София (столица);85531 нашествие на насекоми;0;0;0;0;0;0;0;0;0;
София (столица);85532 нашествие на други вредители;0;0;0;0;0;0;0;0;0;
София (столица);85601 Космически явления;0;0;0;0;0;0;0;0;0;
София (столица);85610 Сблъсък;0;0;0;0;0;0;0;0;0;
София (столица);85611 метеоритен удар;0;0;0;0;0;0;0;0;0;
София (столица);85612 въздушен взрив;0;0;0;0;0;0;0;0;0;
София (столица);85620 Космическа буря;0;0;0;0;0;0;0;0;0;
София (столица);85621 енергийни частици;0;0;0;0;0;0;0;0;0;
София (столица);85622 геомагнитна буря;0;0;0;0;0;0;0;0;0;
София (столица);85623 шокова вълна;0;0;0;0;0;0;0;0;0;
София (столица);85701 Техногенни;1567;1647;1632;75;77;57;785;887;905;
София (столица);85710 Промишлена авария;62;59;49;0;0;0;0;0;0;
София (столица);85711 химически разлив;0;0;0;0;0;0;0;0;0;
София (столица);85712 срутване;0;0;0;0;0;0;0;0;0;
София (столица);85713 експлозия;0;0;0;0;0;0;0;0;0;
София (столица);85714 пожар;62;59;49;0;0;0;0;0;0;
София (столица);85715 теч на газ;0;0;0;0;0;0;0;0;0;
София (столица);85716 отравяне;0;0;0;0;0;0;0;0;0;
София (столица);85717 радиация;0;0;0;0;0;0;0;0;0;
София (столица);85718 нефтен разлив;0;0;0;0;0;0;0;0;0;
София (столица);85719 други (промишлени);0;0;0;0;0;0;0;0;0;
София (столица);85720 Други аварии (непромишлени);854;875;829;23;33;13;42;41;23;
София (столица);85721 срутване (непромишлено);0;0;0;0;0;0;0;0;0;
София (столица);85722 експлозия (непромишлена);0;0;0;0;0;0;0;0;0;
София (столица);85723 пожар (непромишлен);854;875;829;23;33;13;42;41;23;
София (столица);85724 други (непромишлени);0;0;0;0;0;0;0;0;0;
София (столица);85730 Транспортнаи аварии/инциденти;651;713;754;52;44;44;743;846;882;
София (столица);85731 въздухоплавателни;0;0;0;0;0;0;0;0;0;
София (столица);85732 пътни;649;711;751;52;43;42;741;845;880;
София (столица);85733 железопътни;2;2;3;0;1;2;2;1;2;
София (столица);85734 воднотранспортни;0;0;0;0;0;0;0;0;0;
София (столица);85801 Други бедствия и кризи;0;1;5;0;0;0;0;0;0;
София (столица);85810 Деградиране на околната среда;0;0;0;0;0;0;0;0;0;
София (столица);85811 деградация на почвите (почвена ерозия);0;0;0;0;0;0;0;0;0;
София (столица);85812 обезлесяване;0;0;0;0;0;0;0;0;0;
София (столица);85813 други, свързани с деградиране на околната среда;0;0;0;0;0;0;0;0;0;
София (столица);85820 Други, в т.ч.;0;1;5;0;0;0;0;0;0;
София (столица);85821 Размирици, терористични актове, етнически конфликти, кибератаки;0;0;0;0;0;0;0;0;0;
София (столица);85822 Социални или икономически кризи;0;0;0;0;0;0;0;0;0;
София (столица);85823 Други неизброени;0;1;5;0;0;0;0;0;0;
Стара Загора;85001 БЕДСТВИЯ И КРИЗИСНИ СЪБИТИЯ - ОБЩО;742;662;716;1449;542;29;464;452;522;
Стара Загора;85101 Геофизични;0;0;0;0;0;0;0;0;0;
Стара Загора;85110 Земетресения;0;0;0;0;0;0;0;0;0;
Стара Загора;85111 движение на земни пластове;0;0;0;0;0;0;0;0;0;
Стара Загора;85112 цунами;0;0;0;0;0;0;0;0;0;
Стара Загора;85120 Движение на маси (сухо);0;0;0;0;0;0;0;0;0;
Стара Загора;85121 срутище;0;0;0;0;0;0;0;0;0;
Стара Загора;85122 свлачище;0;0;0;0;0;0;0;0;0;
Стара Загора;85123 пропадане на земята или слягане;0;0;0;0;0;0;0;0;0;
Стара Загора;85130 Вулканична дейност;0;0;0;0;0;0;0;0;0;
Стара Загора;85131 вулканична пепел;0;0;0;0;0;0;0;0;0;
Стара Загора;85132 лахар;0;0;0;0;0;0;0;0;0;
Стара Загора;85133 пирокластичен поток;0;0;0;0;0;0;0;0;0;
Стара Загора;85134 лава;0;0;0;0;0;0;0;0;0;
Стара Загора;85201 Метеорологични;53;1;4;0;0;0;0;0;0;
Стара Загора;85210 Буря;51;0;1;0;0;0;0;0;0;
Стара Загора;85211 градушка;0;0;0;0;0;0;0;0;0;
Стара Загора;85212 светкавица/гръмотевична буря;0;0;0;0;0;0;0;0;0;
Стара Загора;85213 обилен дъжд;51;0;0;0;0;0;0;0;0;
Стара Загора;85214 смерч (торнадо);0;0;1;0;0;0;0;0;0;
Стара Загора;85215 пясъчна/прашна буря;0;0;0;0;0;0;0;0;0;
Стара Загора;85216 силна буря;0;0;0;0;0;0;0;0;0;
Стара Загора;85217 вятър;0;0;0;0;0;0;0;0;0;
Стара Загора;85220 Екстремни температури;2;1;3;0;0;0;0;0;0;
Стара Загора;85221 студена вълна (в т.ч. слани);1;0;1;0;0;0;0;0;0;
Стара Загора;85222 топлинна вълна;1;1;2;0;0;0;0;0;0;
Стара Загора;85230 Сурови зимни условия;0;0;0;0;0;0;0;0;0;
Стара Загора;85231 сняг/лед;0;0;0;0;0;0;0;0;0;
Стара Загора;85232 зимна буря/виелица;0;0;0;0;0;0;0;0;0;
Стара Загора;85233 мраз/скреж;0;0;0;0;0;0;0;0;0;
Стара Загора;85240 Мъгла;0;0;0;0;0;0;0;0;0;
Стара Загора;85301 Хидроложки;0;0;0;0;0;0;0;0;0;
Стара Загора;85310 Наводнение;0;0;0;0;0;0;0;0;0;
Стара Загора;85311 дъждовно;0;0;0;0;0;0;0;0;0;
Стара Загора;85312 инфраструктурно;0;0;0;0;0;0;0;0;0;
Стара Загора;85313 морско;0;0;0;0;0;0;0;0;0;
Стара Загора;85314 от подземни води;0;0;0;0;0;0;0;0;0;
Стара Загора;85315 речно;0;0;0;0;0;0;0;0;0;
Стара Загора;85320 Лавина;0;0;0;0;0;0;0;0;0;
Стара Загора;85330 Кален поток;0;0;0;0;0;0;0;0;0;
Стара Загора;85401 Климатоложки;42;35;40;0;1;0;0;0;2;
Стара Загора;85410 Суша;0;0;0;0;0;0;0;0;0;
Стара Загора;85420 Стихиен пожар;42;35;40;0;1;0;0;0;2;
Стара Загора;85421 горски пожар;8;9;13;0;1;0;0;0;2;
Стара Загора;85422 полски пожар: храсти, шубраци, пасища, торф;34;26;27;0;0;0;0;0;0;
Стара Загора;85501 Биологични;1;1;0;1413;504;0;.;.;0;
Стара Загора;85510 Инфекциозни заболявания при хората;1;1;0;1413;504;0;.;.;0;
Стара Загора;85511 вирусна болест;1;1;0;1413;504;0;.;.;0;
Стара Загора;85512 бактериална болест;0;0;0;0;0;0;0;0;0;
Стара Загора;85513 паразитна болест;0;0;0;0;0;0;0;0;0;
Стара Загора;85514 гъбична болест;0;0;0;0;0;0;0;0;0;
Стара Загора;85520 Инфекциозни и зоонозни болести по животните;0;0;0;0;0;0;0;0;0;
Стара Загора;85521 вирусна болест;0;0;0;0;0;0;0;0;0;
Стара Загора;85522 бактериална болест;0;0;0;0;0;0;0;0;0;
Стара Загора;85523 паразитна болест;0;0;0;0;0;0;0;0;0;
Стара Загора;85524 гъбична болест;0;0;0;0;0;0;0;0;0;
Стара Загора;85525 прионова болест;0;0;0;0;0;0;0;0;0;
Стара Загора;85530 Нашествие на вредители;0;0;0;0;0;0;0;0;0;
Стара Загора;85531 нашествие на насекоми;0;0;0;0;0;0;0;0;0;
Стара Загора;85532 нашествие на други вредители;0;0;0;0;0;0;0;0;0;
Стара Загора;85601 Космически явления;0;0;0;0;0;0;0;0;0;
Стара Загора;85610 Сблъсък;0;0;0;0;0;0;0;0;0;
Стара Загора;85611 метеоритен удар;0;0;0;0;0;0;0;0;0;
Стара Загора;85612 въздушен взрив;0;0;0;0;0;0;0;0;0;
Стара Загора;85620 Космическа буря;0;0;0;0;0;0;0;0;0;
Стара Загора;85621 енергийни частици;0;0;0;0;0;0;0;0;0;
Стара Загора;85622 геомагнитна буря;0;0;0;0;0;0;0;0;0;
Стара Загора;85623 шокова вълна;0;0;0;0;0;0;0;0;0;
Стара Загора;85701 Техногенни;645;624;672;36;37;29;464;452;520;
Стара Загора;85710 Промишлена авария;21;17;30;1;0;0;0;0;0;
Стара Загора;85711 химически разлив;0;0;0;0;0;0;0;0;0;
Стара Загора;85712 срутване;0;0;0;0;0;0;0;0;0;
Стара Загора;85713 експлозия;0;0;0;0;0;0;0;0;0;
Стара Загора;85714 пожар;21;17;30;1;0;0;0;0;0;
Стара Загора;85715 теч на газ;0;0;0;0;0;0;0;0;0;
Стара Загора;85716 отравяне;0;0;0;0;0;0;0;0;0;
Стара Загора;85717 радиация;0;0;0;0;0;0;0;0;0;
Стара Загора;85718 нефтен разлив;0;0;0;0;0;0;0;0;0;
Стара Загора;85719 други (промишлени);0;0;0;0;0;0;0;0;0;
Стара Загора;85720 Други аварии (непромишлени);262;267;278;6;3;4;9;6;10;
Стара Загора;85721 срутване (непромишлено);0;0;0;0;0;0;0;0;0;
Стара Загора;85722 експлозия (непромишлена);0;0;0;0;0;0;0;0;0;
Стара Загора;85723 пожар (непромишлен);262;267;278;6;3;4;9;6;10;
Стара Загора;85724 други (непромишлени);0;0;0;0;0;0;0;0;0;
Стара Загора;85730 Транспортнаи аварии/инциденти;362;340;364;29;34;25;455;446;510;
Стара Загора;85731 въздухоплавателни;0;0;0;0;0;0;0;0;0;
Стара Загора;85732 пътни;358;340;362;27;34;25;453;446;506;
Стара Загора;85733 железопътни;4;0;2;2;0;0;2;0;4;
Стара Загора;85734 воднотранспортни;0;0;0;0;0;0;0;0;0;
Стара Загора;85801 Други бедствия и кризи;1;1;0;0;0;0;0;0;0;
Стара Загора;85810 Деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Стара Загора;85811 деградация на почвите (почвена ерозия);0;0;0;0;0;0;0;0;0;
Стара Загора;85812 обезлесяване;0;0;0;0;0;0;0;0;0;
Стара Загора;85813 други, свързани с деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Стара Загора;85820 Други, в т.ч.;1;1;0;0;0;0;0;0;0;
Стара Загора;85821 Размирици, терористични актове, етнически конфликти, кибератаки;0;0;0;0;0;0;0;0;0;
Стара Загора;85822 Социални или икономически кризи;0;0;0;0;0;0;0;0;0;
Стара Загора;85823 Други неизброени;1;1;0;0;0;0;0;0;0;
Търговище;85001 БЕДСТВИЯ И КРИЗИСНИ СЪБИТИЯ - ОБЩО;143;209;214;469;130;16;57;118;138;
Търговище;85101 Геофизични;1;0;0;0;0;0;0;0;0;
Търговище;85110 Земетресения;0;0;0;0;0;0;0;0;0;
Търговище;85111 движение на земни пластове;0;0;0;0;0;0;0;0;0;
Търговище;85112 цунами;0;0;0;0;0;0;0;0;0;
Търговище;85120 Движение на маси (сухо);1;0;0;0;0;0;0;0;0;
Търговище;85121 срутище;0;0;0;0;0;0;0;0;0;
Търговище;85122 свлачище;1;0;0;0;0;0;0;0;0;
Търговище;85123 пропадане на земята или слягане;0;0;0;0;0;0;0;0;0;
Търговище;85130 Вулканична дейност;0;0;0;0;0;0;0;0;0;
Търговище;85131 вулканична пепел;0;0;0;0;0;0;0;0;0;
Търговище;85132 лахар;0;0;0;0;0;0;0;0;0;
Търговище;85133 пирокластичен поток;0;0;0;0;0;0;0;0;0;
Търговище;85134 лава;0;0;0;0;0;0;0;0;0;
Търговище;85201 Метеорологични;2;0;1;0;0;1;0;0;0;
Търговище;85210 Буря;1;0;1;0;0;1;0;0;0;
Търговище;85211 градушка;0;0;0;0;0;0;0;0;0;
Търговище;85212 светкавица/гръмотевична буря;0;0;0;0;0;0;0;0;0;
Търговище;85213 обилен дъжд;1;0;1;0;0;1;0;0;0;
Търговище;85214 смерч (торнадо);0;0;0;0;0;0;0;0;0;
Търговище;85215 пясъчна/прашна буря;0;0;0;0;0;0;0;0;0;
Търговище;85216 силна буря;0;0;0;0;0;0;0;0;0;
Търговище;85217 вятър;0;0;0;0;0;0;0;0;0;
Търговище;85220 Екстремни температури;1;0;0;0;0;0;0;0;0;
Търговище;85221 студена вълна (в т.ч. слани);0;0;0;0;0;0;0;0;0;
Търговище;85222 топлинна вълна;1;0;0;0;0;0;0;0;0;
Търговище;85230 Сурови зимни условия;0;0;0;0;0;0;0;0;0;
Търговище;85231 сняг/лед;0;0;0;0;0;0;0;0;0;
Търговище;85232 зимна буря/виелица;0;0;0;0;0;0;0;0;0;
Търговище;85233 мраз/скреж;0;0;0;0;0;0;0;0;0;
Търговище;85240 Мъгла;0;0;0;0;0;0;0;0;0;
Търговище;85301 Хидроложки;1;1;0;0;0;0;0;0;0;
Търговище;85310 Наводнение;1;1;0;0;0;0;0;0;0;
Търговище;85311 дъждовно;1;1;0;0;0;0;0;0;0;
Търговище;85312 инфраструктурно;0;0;0;0;0;0;0;0;0;
Търговище;85313 морско;0;0;0;0;0;0;0;0;0;
Търговище;85314 от подземни води;0;0;0;0;0;0;0;0;0;
Търговище;85315 речно;0;0;0;0;0;0;0;0;0;
Търговище;85320 Лавина;0;0;0;0;0;0;0;0;0;
Търговище;85330 Кален поток;0;0;0;0;0;0;0;0;0;
Търговище;85401 Климатоложки;6;8;13;0;0;0;0;0;0;
Търговище;85410 Суша;0;0;0;0;0;0;0;0;0;
Търговище;85420 Стихиен пожар;6;8;13;0;0;0;0;0;0;
Търговище;85421 горски пожар;0;2;0;0;0;0;0;0;0;
Търговище;85422 полски пожар: храсти, шубраци, пасища, торф;6;6;13;0;0;0;0;0;0;
Търговище;85501 Биологични;1;1;0;455;116;0;.;.;0;
Търговище;85510 Инфекциозни заболявания при хората;1;1;0;455;116;0;.;.;0;
Търговище;85511 вирусна болест;1;1;0;455;116;0;.;.;0;
Търговище;85512 бактериална болест;0;0;0;0;0;0;0;0;0;
Търговище;85513 паразитна болест;0;0;0;0;0;0;0;0;0;
Търговище;85514 гъбична болест;0;0;0;0;0;0;0;0;0;
Търговище;85520 Инфекциозни и зоонозни болести по животните;0;0;0;0;0;0;0;0;0;
Търговище;85521 вирусна болест;0;0;0;0;0;0;0;0;0;
Търговище;85522 бактериална болест;0;0;0;0;0;0;0;0;0;
Търговище;85523 паразитна болест;0;0;0;0;0;0;0;0;0;
Търговище;85524 гъбична болест;0;0;0;0;0;0;0;0;0;
Търговище;85525 прионова болест;0;0;0;0;0;0;0;0;0;
Търговище;85530 Нашествие на вредители;0;0;0;0;0;0;0;0;0;
Търговище;85531 нашествие на насекоми;0;0;0;0;0;0;0;0;0;
Търговище;85532 нашествие на други вредители;0;0;0;0;0;0;0;0;0;
